TechnicalCondition,PassportAgeYears,ResourceType,WaterType,HasFauna,RequiresAttention
1,9.06,0,1,0,True
3,5.52,1,1,1,True
5,9.74,0,0,1,True
3,11.50,1,0,0,True
4,3.38,2,1,1,True
2,8.09,0,0,1,True
4,1.55,2,1,1,True
1,7.82,2,0,1,True
4,14.86,2,1,0,True
4,12.41,0,0,1,True
3,8.70,1,0,0,True
5,11.34,0,0,1,True
5,8.10,2,0,0,True
5,5.95,1,1,0,True
1,5.73,1,1,1,True
4,4.33,0,1,0,True
4,10.12,0,1,0,True
4,8.58,0,0,1,True
3,5.31,1,0,1,True
3,9.11,1,1,0,True
4,5.48,0,0,0,True
3,2.77,0,1,1,True
5,1.21,0,1,0,False
3,0.07,1,1,0,True
1,6.98,1,1,0,True
5,1.75,1,1,0,False
3,4.94,0,1,1,True
3,11.60,2,0,1,True
2,10.49,1,1,1,True
4,14.26,0,0,0,True
4,12.45,2,0,1,True
1,12.43,2,0,0,True
3,9.89,1,1,0,True
3,14.71,2,0,0,True
2,2.47,0,0,0,True
4,7.82,2,0,0,True
5,4.31,2,0,1,True
3,0.13,1,1,0,True
5,14.63,2,1,1,True
5,8.97,1,0,1,True
2,1.18,1,1,1,True
5,0.67,1,1,1,False
3,2.99,0,0,1,True
1,11.39,2,1,0,True
2,11.83,2,1,0,True
2,9.68,1,0,1,True
1,10.71,0,1,1,True
5,3.32,0,1,0,False
2,9.33,0,0,0,True
4,6.98,2,0,1,True
5,5.38,1,1,0,True
3,1.88,0,0,0,True
1,4.24,0,1,0,True
1,5.72,1,0,0,True
3,3.49,1,0,0,True
5,1.20,0,0,0,False
4,0.41,2,0,1,True
1,2.20,1,0,0,True
1,3.00,1,1,1,True
3,5.66,0,1,0,True
4,2.53,1,1,0,True
4,9.11,0,1,1,True
1,1.29,2,0,0,True
2,6.01,0,1,0,True
5,1.10,0,0,1,False
1,13.80,2,1,0,True
4,3.85,2,1,1,True
4,6.77,0,0,1,True
2,7.08,0,0,0,True
5,14.53,2,0,1,True
5,8.51,2,1,0,True
2,5.24,1,1,0,True
1,11.92,2,1,0,True
1,8.05,0,0,1,True
3,0.53,1,1,1,True
2,5.16,1,1,1,True
4,14.99,2,0,0,True
2,10.60,0,0,0,True
5,2.16,2,0,0,True
5,9.14,2,0,0,True
3,3.78,1,0,0,True
4,5.66,0,1,0,True
4,11.27,0,1,0,True
2,7.34,2,1,1,True
3,1.40,0,1,1,True
2,6.86,2,1,1,True
5,1.53,1,0,0,False
3,1.32,0,1,1,True
1,0.51,1,1,1,True
3,10.63,0,1,1,True
1,10.15,1,0,1,True
1,2.41,0,0,1,True
4,4.47,0,0,0,True
4,10.50,1,0,1,True
3,9.24,1,0,0,True
4,1.80,1,0,0,True
1,5.15,1,1,1,True
3,11.39,0,1,0,True
3,1.22,1,0,0,True
3,7.92,2,1,1,True
1,10.50,0,1,1,True
2,2.99,0,0,0,True
3,1.45,2,0,1,True
4,12.18,1,1,1,True
4,4.91,2,1,1,True
5,6.88,1,0,0,True
2,8.50,0,0,0,True
2,1.42,2,0,1,True
5,4.67,1,1,1,True
3,2.15,2,1,0,True
5,10.73,0,1,0,True
2,0.92,1,1,1,True
1,5.77,1,1,1,True
1,4.17,1,1,1,True
5,5.79,1,1,1,True
2,6.24,0,1,0,True
3,9.41,2,0,0,True
3,1.33,1,0,1,True
2,9.46,1,1,1,True
5,1.27,2,1,1,True
2,8.63,0,0,1,True
1,1.56,2,0,0,True
1,0.55,0,1,0,True
1,10.29,2,1,0,True
4,5.63,1,0,0,True
3,11.23,2,1,1,True
4,1.89,1,1,0,True
4,4.04,0,1,1,True
5,5.09,2,0,1,True
2,5.46,0,1,1,True
4,13.73,0,1,0,True
1,6.96,0,1,1,True
1,1.91,1,0,0,True
1,0.33,1,1,0,True
4,3.52,0,1,0,True
2,0.08,1,0,0,True
3,0.90,2,1,1,True
3,0.40,1,1,0,True
3,13.28,0,1,1,True
3,12.42,1,0,1,True
3,6.64,2,1,0,True
4,10.86,2,0,1,True
3,3.67,1,0,0,True
1,0.90,0,1,0,True
3,6.14,0,1,1,True
4,0.24,0,1,0,False
2,14.38,1,1,1,True
3,2.87,2,1,1,True
1,4.78,1,0,0,True
2,11.85,1,0,0,True
3,12.51,2,1,1,True
1,13.19,2,0,1,True
4,4.23,0,1,0,True
4,7.04,2,1,1,True
5,8.14,2,0,0,True
4,13.70,2,1,0,True
3,0.82,1,0,1,True
4,12.72,1,0,0,True
4,10.51,2,0,1,True
1,11.47,0,0,1,True
1,14.29,1,0,1,True
4,3.18,2,0,1,True
3,8.48,1,0,0,True
1,13.87,0,1,0,True
5,5.50,0,0,0,True
5,1.94,1,0,1,False
1,3.58,0,0,0,True
1,6.90,2,1,0,True
1,13.65,1,0,0,True
5,6.39,1,1,1,True
5,9.72,2,0,0,True
3,0.82,2,1,0,True
3,10.96,1,0,1,True
5,1.37,1,1,1,True
5,9.46,2,1,0,True
2,1.03,2,0,0,True
2,9.52,0,1,0,True
3,5.13,2,1,1,True
1,13.94,2,0,0,True
5,0.18,2,0,0,False
1,10.73,1,0,0,True
2,5.66,0,1,1,True
5,14.33,2,0,0,True
4,3.03,2,0,1,True
4,13.41,2,0,0,True
5,1.39,0,0,1,False
2,4.91,2,1,1,True
2,3.05,0,1,1,True
3,6.25,2,0,0,True
4,12.99,2,0,0,True
1,14.58,0,1,1,True
5,7.69,0,0,0,True
4,2.05,2,1,1,True
2,1.43,0,1,1,True
4,12.54,1,1,1,True
3,1.51,2,0,0,True
2,7.99,0,1,1,True
1,2.04,0,1,1,True
3,2.92,0,0,1,True
1,6.32,0,0,0,True
5,0.21,2,0,1,True
1,1.64,2,0,0,True
2,7.90,1,0,1,True
4,1.83,0,0,0,True
5,0.82,0,0,0,False
2,3.61,1,0,1,True
1,14.55,0,0,0,True
4,6.81,2,1,0,True
1,14.60,2,1,0,True
4,11.07,2,1,0,True
5,10.58,2,1,1,True
5,14.85,2,1,0,True
2,4.22,1,1,1,True
3,3.46,2,1,0,True
2,7.59,2,1,0,True
1,9.37,2,0,0,True
4,0.99,1,1,1,True
4,5.80,2,0,0,True
2,13.14,0,1,0,True
1,3.62,0,0,0,True
2,3.11,1,1,1,True
5,14.70,2,1,0,True
2,9.50,0,1,0,True
3,3.52,0,1,0,True
4,2.49,1,1,0,True
3,2.81,2,0,1,True
4,11.56,2,1,0,True
2,6.58,1,1,1,True
4,6.18,0,0,0,True
2,9.65,2,1,0,True
5,14.80,1,1,0,True
4,1.06,0,1,1,True
2,13.69,0,1,0,True
5,1.18,1,0,0,False
5,4.48,0,1,1,True
5,12.18,2,0,1,True
4,10.97,0,1,1,True
2,0.48,1,0,1,True
1,9.64,1,0,1,True
5,10.25,2,1,1,True
5,1.65,0,0,1,False
3,14.63,0,1,1,True
4,6.31,0,0,1,True
2,14.51,1,0,1,True
3,12.15,2,1,0,True
3,0.51,0,0,1,True
2,4.20,0,0,0,True
5,2.53,2,1,0,True
5,11.58,2,0,0,True
4,12.80,1,1,1,True
1,13.27,1,0,0,True
3,10.00,2,0,1,True
5,14.55,1,0,0,True
3,11.30,1,0,1,True
1,0.18,2,0,0,True
2,7.20,2,0,0,True
3,8.82,2,1,0,True
4,8.75,0,0,0,True
1,3.86,1,0,0,True
2,12.14,0,1,0,True
1,0.41,0,1,1,True
4,9.71,2,1,1,True
4,8.10,1,1,1,True
4,10.45,1,0,0,True
1,3.94,0,0,1,True
3,8.62,1,0,1,True
2,11.75,1,1,1,True
4,3.22,0,0,0,True
2,6.51,0,1,0,True
5,12.71,2,0,1,True
1,11.05,2,0,0,True
2,3.82,2,0,1,True
3,13.02,0,1,1,True
5,1.06,2,0,1,True
2,8.71,1,1,1,True
3,4.48,2,1,1,True
1,4.84,2,1,1,True
1,5.35,2,0,0,True
3,2.93,0,1,0,True
5,13.36,0,0,0,True
1,4.48,2,1,0,True
5,10.05,0,0,1,True
2,0.09,0,1,0,True
4,14.38,0,0,0,True
4,13.13,0,0,0,True
4,13.55,0,1,1,True
3,5.10,2,1,0,True
1,4.42,1,1,0,True
3,2.35,2,1,1,True
4,0.36,2,0,1,True
1,10.20,1,1,0,True
1,6.74,0,1,0,True
2,2.20,1,1,1,True
4,13.66,1,1,1,True
5,14.16,1,0,0,True
4,1.12,1,0,0,True
1,8.53,2,0,1,True
1,13.56,2,1,1,True
3,14.62,0,1,1,True
1,3.05,0,1,1,True
2,13.72,0,0,1,True
3,14.93,2,1,1,True
2,9.90,0,1,1,True
1,1.21,1,1,1,True
4,0.95,1,0,0,False
4,5.04,0,1,1,True
4,9.97,2,1,0,True
4,10.62,1,1,0,True
5,8.76,0,0,1,True
5,5.43,0,1,1,True
4,3.28,2,1,0,True
2,10.40,2,0,1,True
4,4.14,1,1,0,True
5,14.47,1,0,0,True
5,7.27,1,1,1,True
3,12.14,0,0,1,True
4,14.23,1,0,0,True
1,10.67,2,1,0,True
5,0.44,0,0,0,False
2,6.26,2,0,1,True
4,10.92,0,1,1,True
2,9.31,0,0,0,True
2,12.12,1,1,0,True
5,14.76,0,0,1,True
2,2.61,2,0,1,True
2,10.57,0,1,0,True
4,8.23,0,1,1,True
1,5.79,2,1,0,True
1,5.24,0,0,0,True
4,5.99,2,1,0,True
1,13.01,2,1,0,True
1,5.50,1,1,0,True
3,14.73,0,0,0,True
4,9.81,0,1,0,True
2,14.32,1,0,0,True
4,0.47,0,1,1,True
1,4.13,0,0,1,True
5,4.73,0,0,1,False
3,6.27,0,1,1,True
3,9.65,1,0,0,True
5,11.23,0,0,0,True
2,0.39,0,1,0,True
1,4.21,0,0,1,True
3,14.26,0,0,1,True
5,3.03,0,1,0,False
1,0.59,2,0,0,True
4,9.14,0,1,0,True
5,13.90,1,0,0,True
3,0.43,2,1,1,True
1,10.60,2,0,0,True
1,9.46,2,0,0,True
1,0.70,2,0,1,True
4,9.10,2,0,0,True
3,6.49,2,0,0,True
1,8.08,1,0,0,True
5,8.85,0,0,1,True
5,10.25,1,0,0,True
4,0.21,1,1,1,True
3,9.07,1,1,1,True
1,9.27,0,1,0,True
3,9.86,2,0,0,True
5,4.08,2,1,1,True
3,2.71,0,0,1,True
4,1.57,1,0,1,True
2,3.85,0,0,0,True
1,0.42,1,1,1,True
3,9.63,1,0,0,True
1,0.75,0,1,0,True
5,10.19,2,1,0,True
2,2.81,2,0,1,True
1,11.75,2,1,0,True
1,9.69,1,0,1,True
4,7.79,0,1,0,True
3,9.16,2,1,0,True
2,2.58,2,0,1,True
5,13.81,2,0,0,True
4,7.63,1,1,1,True
5,8.62,2,1,0,True
1,5.23,2,0,0,True
1,5.79,1,0,0,True
3,11.56,0,1,1,True
2,4.64,1,1,0,True
1,13.27,0,0,1,True
5,5.99,2,0,0,True
4,11.25,2,1,0,True
4,7.32,0,0,1,True
3,2.47,0,1,1,True
2,3.84,0,0,1,True
1,12.31,2,0,0,True
2,2.47,1,1,0,True
2,8.33,0,1,0,True
4,9.85,2,0,1,True
3,4.93,2,0,0,True
5,5.40,2,1,1,True
1,9.13,0,0,0,True
2,11.11,2,0,0,True
5,9.60,0,1,1,True
2,13.47,0,0,0,True
2,2.87,2,0,1,True
1,8.32,0,1,0,True
3,8.70,1,0,1,True
3,4.30,2,1,0,True
5,5.68,2,0,0,True
3,14.49,0,0,1,True
5,0.81,2,0,0,True
1,3.25,0,1,0,True
5,2.39,0,1,1,True
1,8.43,2,0,0,True
1,9.37,0,0,0,True
3,3.85,2,0,0,True
1,5.88,0,0,1,True
2,5.88,0,1,1,True
3,6.42,1,1,0,True
1,6.40,2,0,0,True
4,9.43,2,1,0,True
2,5.86,2,0,1,True
1,0.46,2,1,0,True
2,6.40,0,1,1,True
1,7.55,0,1,0,True
1,10.15,0,0,0,True
1,10.39,0,0,0,True
2,5.54,1,0,1,True
2,0.89,1,1,0,True
3,11.40,2,0,1,True
4,10.49,2,0,0,True
5,10.27,2,1,1,True
4,14.20,0,1,1,True
2,13.70,2,0,0,True
3,5.24,1,1,1,True
2,12.12,0,1,1,True
2,4.66,0,0,0,True
2,6.78,0,0,0,True
4,8.58,0,0,0,True
5,10.68,1,1,1,True
4,2.77,2,0,1,True
2,2.80,1,0,1,True
1,11.52,1,1,1,True
2,5.98,0,0,0,True
3,12.93,2,0,1,True
2,10.09,2,0,1,True
2,4.55,2,1,1,True
5,4.59,2,1,0,True
1,4.13,0,1,0,True
3,7.89,0,0,1,True
2,11.57,1,1,0,True
3,10.75,0,0,0,True
5,4.97,1,1,0,True
3,8.02,2,1,0,True
4,8.65,1,1,0,True
1,14.69,1,0,1,True
2,3.62,0,1,0,True
1,9.63,2,1,1,True
4,14.05,0,0,1,True
1,11.45,1,0,1,True
4,0.05,2,1,0,True
4,14.66,2,1,0,True
3,11.17,0,0,0,True
2,0.92,2,1,1,True
1,9.76,0,0,1,True
4,0.50,1,1,0,False
4,5.36,0,1,1,True
2,1.62,2,0,1,True
5,12.47,1,1,1,True
3,1.85,0,1,1,True
1,3.65,0,1,1,True
4,11.53,1,1,0,True
3,11.29,0,0,0,True
3,13.29,2,0,1,True
3,14.90,0,1,0,True
2,3.15,1,0,0,True
4,5.29,0,0,0,True
3,1.09,1,0,0,True
4,6.12,2,0,0,True
5,1.88,2,1,0,True
1,1.49,1,1,1,True
3,0.69,0,0,1,True
3,13.79,1,1,1,True
4,1.78,2,0,1,True
2,0.26,0,1,0,True
1,10.34,2,0,0,True
3,14.08,1,0,1,True
4,4.94,2,1,1,True
3,3.90,1,0,0,True
1,13.97,0,1,0,True
2,13.90,1,1,0,True
5,2.26,1,0,0,False
1,10.09,0,1,0,True
5,5.08,1,1,0,True
4,11.92,1,1,0,True
1,8.85,1,1,1,True
3,11.79,2,0,1,True
4,5.08,0,1,0,True
5,4.64,1,1,0,False
2,5.85,2,0,0,True
2,3.85,2,1,0,True
1,1.93,2,0,0,True
3,12.75,1,1,0,True
2,12.26,1,1,1,True
5,7.30,1,1,1,True
1,3.46,1,0,1,True
4,13.14,0,0,1,True
4,9.92,0,0,0,True
3,6.77,1,0,0,True
5,6.74,1,1,1,True
1,6.81,1,0,0,True
5,2.22,0,1,0,False
3,12.74,2,0,0,True
5,12.13,1,0,0,True
1,0.17,0,0,0,True
1,1.34,2,1,0,True
3,5.70,1,0,0,True
5,11.52,1,0,1,True
3,7.60,0,0,1,True
1,9.57,1,0,0,True
5,12.96,2,0,1,True
2,9.93,1,0,1,True
4,10.33,2,1,0,True
4,14.04,1,1,1,True
5,9.49,0,1,1,True
1,3.81,0,0,0,True
2,14.09,0,0,1,True
4,0.65,1,0,1,False
3,8.46,0,0,1,True
5,14.48,0,1,0,True
4,8.84,2,1,0,True
4,6.66,0,0,0,True
1,4.16,0,0,0,True
2,7.70,2,0,0,True
3,12.11,2,1,0,True
1,6.98,2,0,1,True
5,12.20,1,1,1,True
5,1.24,0,1,0,False
2,7.12,2,1,0,True
2,5.25,1,1,0,True
5,12.19,0,1,0,True
4,2.34,1,1,0,True
5,4.97,2,0,0,True
5,13.25,2,0,1,True
4,4.51,0,0,1,True
5,1.82,1,1,0,False
2,0.05,1,0,1,True
5,7.94,0,1,1,True
5,12.84,2,0,1,True
5,8.92,0,0,0,True
5,5.13,1,1,1,True
5,0.78,0,1,0,False
3,7.50,2,1,0,True
4,1.65,1,1,1,True
4,9.38,0,1,0,True
4,0.44,2,1,1,True
3,14.85,2,1,1,True
4,14.99,2,0,1,True
3,14.54,0,0,0,True
3,12.78,2,1,0,True
1,0.15,0,1,0,True
4,13.52,2,0,0,True
2,14.35,1,1,0,True
1,2.65,2,1,0,True
2,8.86,1,1,0,True
4,14.33,2,1,1,True
4,14.01,2,1,1,True
3,3.81,1,1,1,True
3,9.49,2,0,0,True
3,7.89,2,1,1,True
3,12.97,2,0,1,True
4,12.45,0,1,0,True
3,7.96,1,1,0,True
3,10.20,2,0,0,True
1,7.45,1,1,0,True
5,11.22,1,0,0,True
1,4.98,2,0,1,True
2,10.02,1,0,1,True
4,8.46,1,1,0,True
4,7.71,2,1,0,True
5,2.63,2,0,1,True
5,1.94,1,0,1,False
2,7.59,2,1,1,True
5,8.81,2,1,1,True
4,3.96,1,1,1,True
2,7.78,0,1,0,True
2,1.37,2,1,1,True
2,5.08,2,1,0,True
1,12.52,2,0,1,True
2,1.30,0,0,0,True
1,4.52,1,1,0,True
3,10.09,1,0,1,True
5,1.17,2,0,0,True
4,14.08,2,1,1,True
5,2.01,2,1,0,True
2,1.36,1,1,1,True
2,7.61,0,0,0,True
3,13.65,0,0,0,True
4,0.41,2,1,0,True
4,8.93,2,0,0,True
2,1.16,0,0,1,True
1,13.68,0,1,1,True
2,4.55,2,0,1,True
4,12.69,2,1,1,True
3,8.42,2,0,0,True
3,12.62,1,0,0,True
2,4.07,0,1,1,True
1,14.12,0,1,1,True
4,6.24,1,0,1,True
1,12.02,0,1,1,True
4,14.74,2,0,0,True
3,1.28,0,1,1,True
3,14.48,2,0,0,True
2,9.69,0,1,0,True
3,4.33,0,0,0,True
5,7.78,1,1,1,True
4,1.26,2,1,0,True
5,0.03,1,1,1,False
2,10.40,1,0,0,True
1,1.85,1,1,1,True
5,1.16,0,1,1,False
2,7.51,0,1,1,True
1,7.06,0,1,1,True
2,10.58,1,0,0,True
5,9.62,0,0,1,True
2,10.14,1,1,1,True
2,2.88,0,1,1,True
4,4.24,2,0,0,True
5,7.46,1,0,1,True
2,8.16,2,1,1,True
3,0.94,2,0,1,True
4,5.08,1,0,0,True
2,4.97,0,0,1,True
3,10.06,1,1,0,True
3,1.15,0,1,0,True
2,11.25,1,1,1,True
3,8.34,1,1,1,True
3,13.37,0,1,0,True
4,1.79,2,0,0,True
4,6.48,2,0,1,True
1,13.28,2,0,1,True
1,4.08,2,1,1,True
1,11.13,0,1,1,True
1,8.22,0,1,0,True
3,1.35,1,0,0,True
4,2.56,2,0,1,True
5,3.55,0,1,1,True
3,1.56,1,1,0,True
1,10.74,2,0,0,True
3,6.18,2,0,1,True
5,0.09,2,1,1,True
2,1.02,0,0,0,True
2,4.56,2,0,0,True
5,13.49,0,0,0,True
2,7.23,2,1,1,True
5,5.24,1,1,1,True
5,13.47,0,1,0,True
2,9.80,2,1,0,True
2,3.88,0,1,1,True
3,10.85,2,0,0,True
4,10.36,1,1,1,True
4,11.29,1,0,0,True
4,0.35,1,0,1,False
5,9.93,1,1,0,True
5,1.24,2,1,1,True
4,7.47,1,0,0,True
3,6.34,0,1,1,True
3,3.03,2,0,0,True
1,7.65,2,0,0,True
5,13.43,1,0,1,True
5,14.49,2,0,0,True
4,10.15,2,1,1,True
2,14.68,2,0,0,True
3,14.40,2,0,1,True
2,4.97,0,1,0,True
2,3.94,1,1,0,True
3,3.72,2,1,0,True
4,2.76,2,0,0,True
5,10.58,2,0,1,True
3,10.03,1,0,0,True
5,0.47,1,0,1,False
5,9.73,2,1,1,True
2,9.10,2,1,1,True
3,13.15,0,1,1,True
4,14.48,1,1,0,True
3,0.83,0,1,0,True
5,3.89,1,1,0,True
3,14.10,0,1,0,True
2,14.92,0,1,1,True
5,1.71,0,0,1,False
5,6.08,1,1,0,True
4,6.04,1,1,1,True
1,14.73,1,1,0,True
3,13.89,2,0,0,True
2,8.49,0,0,0,True
5,11.96,1,1,1,True
1,14.11,1,0,1,True
3,10.70,1,1,1,True
4,1.83,2,0,1,True
5,5.63,0,0,0,True
3,11.50,1,1,1,True
5,5.65,0,0,1,True
3,0.96,2,0,1,True
4,4.64,1,0,0,True
1,10.07,0,1,1,True
5,11.06,1,1,1,True
2,14.09,0,1,0,True
4,5.60,1,1,1,True
5,7.59,1,1,1,True
2,2.98,1,0,1,True
4,4.65,1,1,0,True
4,12.79,0,1,0,True
3,2.49,0,0,1,True
3,6.99,2,0,1,True
5,6.69,0,1,0,True
4,11.55,1,0,1,True
5,11.41,2,1,1,True
3,1.74,1,1,0,True
4,2.99,1,1,0,True
1,3.05,2,0,0,True
4,0.70,1,0,0,False
3,1.13,0,0,0,True
5,14.29,1,1,0,True
5,4.45,1,1,1,True
1,0.45,2,0,0,True
1,9.51,2,1,1,True
3,14.45,2,0,0,True
1,5.23,0,1,1,True
3,5.80,0,0,0,True
4,12.22,0,0,0,True
3,4.12,2,1,0,True
1,14.85,0,1,0,True
3,11.98,0,0,1,True
1,5.91,1,1,1,True
3,12.11,0,1,0,True
4,0.30,1,1,1,True
1,8.87,2,1,1,True
5,13.33,0,0,1,True
3,4.51,0,1,0,True
4,12.90,1,1,1,True
2,2.06,2,0,0,True
3,9.79,0,1,0,True
3,6.03,2,1,1,True
4,6.73,0,1,1,True
5,13.97,1,1,0,True
1,3.06,1,0,0,True
1,11.09,2,1,1,True
2,13.17,0,1,0,True
1,2.10,0,1,0,True
3,11.71,1,1,0,True
4,13.08,1,1,0,True
3,1.85,0,0,1,True
5,10.47,2,1,0,True
5,2.01,2,0,0,True
3,7.24,2,0,1,True
5,5.52,1,1,0,True
3,10.55,1,0,0,True
5,12.20,1,1,1,True
4,8.23,1,1,1,True
2,2.34,1,1,0,True
1,6.62,0,1,0,True
3,2.07,1,0,0,True
1,9.95,2,1,1,True
3,8.97,2,0,0,True
5,14.28,1,0,0,True
2,12.94,1,1,0,True
5,5.77,0,0,0,True
2,9.23,0,0,1,True
1,10.92,1,1,0,True
1,11.10,0,1,1,True
4,0.91,2,0,1,True
5,8.58,1,0,1,True
2,1.79,0,0,0,True
2,11.12,0,0,0,True
3,7.46,1,0,0,True
5,14.00,2,1,1,True
5,1.08,2,1,0,True
4,2.18,2,1,1,True
2,0.53,2,0,1,True
2,3.30,2,1,1,True
5,9.91,0,0,0,True
3,7.95,1,1,0,True
5,10.93,1,0,1,True
4,0.66,2,0,1,True
4,9.52,0,1,0,True
4,14.91,1,1,1,True
1,8.14,2,0,0,True
4,8.90,2,1,0,True
3,4.15,1,1,0,True
2,7.30,2,1,0,True
3,9.94,0,0,0,True
3,5.41,0,1,0,True
2,10.22,2,1,1,True
3,0.63,1,0,0,True
5,14.23,2,1,0,True
5,4.65,0,0,1,False
5,7.75,1,1,0,True
4,12.02,0,0,0,True
4,4.15,1,1,0,True
1,4.35,1,1,0,True
2,10.09,0,0,1,True
1,13.54,0,1,0,True
4,13.75,2,1,1,True
5,13.22,1,0,0,True
3,3.80,0,1,0,True
5,14.75,1,0,0,True
5,9.01,2,1,0,True
2,0.79,0,0,1,True
3,9.43,2,1,0,True
4,14.86,1,1,1,True
3,2.78,2,1,1,True
5,7.32,1,0,1,True
3,5.36,2,1,0,True
5,2.17,1,1,0,False
3,14.79,2,0,1,True
1,12.62,2,0,1,True
4,5.34,1,0,0,True
4,0.25,2,1,0,True
2,10.84,2,0,0,True
1,9.82,2,0,0,True
1,11.34,2,0,0,True
1,3.50,1,1,0,True
4,12.14,2,0,0,True
3,10.27,1,0,1,True
2,12.75,2,0,0,True
1,7.39,2,1,1,True
3,4.30,2,0,1,True
2,5.79,1,0,0,True
4,1.46,1,0,1,True
1,12.15,2,1,1,True
1,12.00,0,0,1,True
5,12.60,2,0,1,True
4,8.85,2,0,0,True
2,2.30,1,0,0,True
5,13.49,2,0,1,True
4,6.76,0,0,1,True
1,3.89,1,1,0,True
3,8.37,1,0,0,True
5,12.35,2,1,1,True
1,11.02,0,0,0,True
5,10.70,0,1,1,True
4,8.75,2,0,0,True
5,7.60,2,1,0,True
3,9.07,1,1,0,True
2,1.29,2,1,0,True
4,14.03,0,1,1,True
4,9.73,2,0,1,True
2,11.43,1,1,1,True
1,6.21,2,0,1,True
3,2.27,1,0,0,True
3,2.26,1,1,0,True
3,4.49,1,0,0,True
5,4.43,2,1,0,True
2,5.47,1,1,0,True
2,3.74,0,1,0,True
2,8.30,0,0,1,True
2,10.84,0,0,0,True
3,14.74,0,0,0,True
3,14.41,2,1,1,True
1,11.21,2,1,0,True
5,12.32,0,1,1,True
1,7.97,1,0,0,True
2,13.29,2,0,0,True
2,0.26,2,1,0,True
1,5.57,2,0,0,True
5,7.75,1,0,1,True
1,12.93,0,1,0,True
5,2.58,2,0,1,True
1,0.29,2,0,1,True
2,13.87,1,0,1,True
4,14.44,0,0,1,True
1,1.12,1,0,1,True
2,8.62,2,0,0,True
2,13.88,2,1,0,True
3,10.09,0,0,1,True
5,14.93,0,1,0,True
4,7.77,2,0,1,True
3,10.85,0,0,1,True
3,4.70,2,1,1,True
4,11.58,2,1,1,True
4,13.60,0,1,0,True
1,8.48,1,1,0,True
2,3.41,2,0,0,True
2,13.61,2,0,1,True
4,6.36,0,0,1,True
2,12.89,1,1,0,True
2,10.74,0,0,0,True
2,14.08,2,0,0,True
4,10.06,0,1,1,True
1,8.81,0,1,1,True
4,9.56,1,0,0,True
1,8.08,2,1,1,True
1,1.99,1,0,1,True
3,8.58,0,1,1,True
5,12.57,0,1,1,True
5,8.56,2,0,0,True
4,1.85,2,1,0,True
4,12.59,2,1,1,True
4,8.45,2,0,0,True
4,1.89,0,0,0,True
1,7.59,2,1,1,True
1,9.85,2,1,1,True
1,14.85,1,1,1,True
2,6.36,0,1,1,True
5,11.33,0,0,1,True
4,7.61,2,1,0,True
5,12.82,2,1,1,True
4,14.94,2,0,0,True
1,1.82,0,0,1,True
5,4.45,1,1,1,True
5,10.70,0,0,1,True
4,7.96,1,1,1,True
5,9.25,2,0,0,True
2,8.86,1,0,0,True
5,7.92,1,1,1,True
1,5.98,2,1,1,True
5,2.79,0,1,1,True
4,4.69,1,0,0,True
5,8.03,0,1,0,True
4,12.36,1,1,1,True
3,12.08,2,1,1,True
1,4.78,2,0,1,True
4,11.76,2,0,0,True
1,9.90,0,0,1,True
5,6.42,0,0,1,True
2,5.16,1,1,0,True
4,0.74,2,0,0,True
3,12.92,2,0,1,True
3,8.84,1,0,0,True
1,2.07,2,1,1,True
1,9.67,0,1,1,True
2,12.52,2,0,0,True
2,14.68,1,0,1,True
1,12.81,1,1,0,True
4,13.94,2,1,1,True
5,10.43,1,0,0,True
4,13.92,0,1,1,True
3,3.83,0,0,0,True
2,14.35,0,1,1,True
4,0.47,1,1,1,True
2,8.26,0,1,0,True
5,11.80,2,1,0,True
5,5.64,0,0,0,True
2,8.82,2,0,0,True
4,3.34,2,1,1,True
5,11.48,2,0,0,True
1,11.64,0,0,0,True
3,7.16,1,0,1,True
4,4.13,1,1,1,True
1,12.17,0,0,0,True
5,4.51,2,1,1,True
5,9.75,2,1,0,True
4,10.54,1,0,1,True
2,5.74,1,0,1,True
3,2.22,0,1,0,True
1,12.90,1,0,1,True
2,11.54,1,1,0,True
3,11.60,2,0,0,True
5,9.69,2,0,1,True
3,7.52,1,0,0,True
4,5.01,1,0,1,True
5,9.87,0,1,1,True
3,7.66,0,0,1,True
4,5.98,0,0,1,True
4,12.24,0,1,1,True
3,14.29,1,1,0,True
4,1.48,2,0,0,True
5,4.65,1,1,1,True
4,2.92,1,0,1,True
4,9.72,1,1,1,True
3,1.71,0,1,0,True
4,10.87,1,0,1,True
2,3.08,1,1,0,True
5,0.01,2,1,0,False
3,5.07,0,0,1,True
2,0.41,1,1,1,True
2,0.63,0,1,1,True
1,9.06,1,1,1,True
4,0.99,1,0,1,True
1,12.68,2,1,0,True
5,4.68,2,1,1,True
2,5.88,0,0,0,True
2,5.65,0,1,1,True
4,9.22,1,1,1,True
5,2.92,0,1,1,True
5,8.39,1,0,1,True
2,2.98,2,0,1,True
2,3.16,2,1,1,True
4,2.15,0,0,0,True
2,6.10,1,1,1,True
2,9.57,1,0,0,True
2,11.34,2,0,1,True
4,10.06,0,1,0,True
1,4.43,0,1,0,True
5,9.39,1,1,0,True
1,6.34,0,0,1,True
5,1.64,2,1,0,True
4,3.31,1,1,1,True
4,5.65,0,1,1,True
2,5.08,1,1,0,True
2,8.69,1,0,0,True
1,4.59,2,0,1,True
